accommodation_type,author,author_type,deal_type,district,finish_type,floor,floors_count,heating_type,house_material_type,house_number,kitchen_meters,living_meters,location,object_type,phone,price,residential_complex,rooms_count,street,total_meters,underground,url,year_of_construction
flat,ID 81605858,homeowner,sale,Заельцовский,-1,13,24,-1,-1,96/3,"5,2 м²","12,9 м²",Новосибирск,-1,79138917323,4600000,Сосны,1,Сухарная ,29.3,Площадь Гарина-Михайловского,https://novosibirsk.cian.ru/sale/flat/315416029/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2023
flat,Этажи,real_estate_agent,sale,Дзержинский,-1,7,12,-1,-1,67,5 м²,"25,4 м²",Новосибирск,-1,79134734683,4650000,Дом по ул. Есенина,1, Есенина,35.4,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/325443107/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2015
flat,ГРАНОВИТ,real_estate_agent,sale,Калининский,-1,1,9,-1,-1,1,8 м²,-1,Новосибирск,-1,79132027489,4676464,Цивилизация,1, Василия Клевцова,31.41,Заельцовская,https://novosibirsk.cian.ru/sale/flat/327093532/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2024
flat,Владис Центральное,real_estate_agent,sale,Кировский,-1,9,18,-1,-1,53/10,4 м²,15 м²,Новосибирск,-1,79130134356,4650000,Квартал Цветной Бульвар,1, Сибиряков-Гвардейцев,24.8,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/326847438/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2023
flat,Самолет Плюс,real_estate_agent,sale,Калининский,-1,16,21,-1,-1,1/3,3 м²,18 м²,Новосибирск,-1,79833013538,4690000,Олеко Дундича,1, Олеко Дундича,26.0,Березовая Роща,https://novosibirsk.cian.ru/sale/flat/325609294/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,-1
flat,СМСС,developer,sale,Калининский,Черновая,1,23,-1,-1,,-1,-1,Новосибирск,-1,79586117355,4675170,Калининский квартал ЖК,1,,26.7,Маршала Покрышкина,https://novosibirsk.cian.ru/sale/flat/325987891/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2027
flat,Аргумент,real_estate_agent,sale,Октябрьский,-1,5,25,-1,-1,177,-1,16 м²,Новосибирск,-1,79137406345,4700000,Гурьевский,1,Гурьевская ,26.0,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/327098842/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2023
flat,Этажи,real_estate_agent,sale,Калининский,-1,1,22,-1,-1,15,-1,-1,Новосибирск,-1,79137210012,4720000,Дежнёв,1, Имени генерал-майора А.Н. Рожкина,29.0,Заельцовская,https://novosibirsk.cian.ru/sale/flat/327067612/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2024
flat,MetroPolis,real_estate_agent,sale,Заельцовский,-1,9,10,-1,-1,4,-1,16 м²,Новосибирск,-1,79137717695,4700000,,1,,25.0,Заельцовская,https://novosibirsk.cian.ru/sale/flat/322333281/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,-1
flat,Города Новосибирск,real_estate_agent,sale,Ленинский,-1,1,17,-1,-1,25,4 м²,16 м²,Новосибирск,-1,79831236186,4700000,VESNA,1, Ясный Берег,27.4,Октябрьская,https://novosibirsk.cian.ru/sale/flat/325329929/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2021
flat,СФЕРА 54,real_estate_agent,sale,Ленинский,-1,9,14,-1,-1,43,3 м²,14 м²,Новосибирск,-1,79137269667,4700000,VESNA,1, Ясный Берег,22.0,Октябрьская,https://novosibirsk.cian.ru/sale/flat/319880055/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,-1
flat,Владис Центральное,real_estate_agent,sale,Кировский,-1,2,3,-1,-1,27,3 м²,28 м²,Новосибирск,-1,79130134356,4700000,,-1, Серафимовича,36.0,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/324962898/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2013
flat,ГИС Недвижимость,real_estate_agent,sale,Затулинский жилмассив,-1,25,27,-1,-1,229/2,6 м²,20 м²,Новосибирск,-1,79132030361,4700000,Расцветай на Зорге,1, Зорге,33.52,,https://novosibirsk.cian.ru/sale/flat/308161947/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,-1
flat,Дом Профи,real_estate_agent,sale,Первомайский,-1,7,18,-1,-1,21,3 м²,15 м²,Новосибирск,-1,79130601345,4700000,На Героев Революции,1, Героев Революции,27.7,Речной вокзал,https://novosibirsk.cian.ru/sale/flat/326019431/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2016
flat,Этажи,real_estate_agent,sale,Октябрьский,-1,5,25,-1,-1,135,-1,-1,Новосибирск,-1,79133722643,4704500,Астон.Геометрия,1,Выборная ,23.2,Октябрьская,https://novosibirsk.cian.ru/sale/flat/325329849/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2025
flat,Этажи,real_estate_agent,sale,Дзержинский,-1,21,22,-1,-1,130,-1,-1,Новосибирск,-1,79130636144,4700000,RedFox,1, Коминтерна,27.6,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/324642049/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2025
flat,СМСС,developer,sale,Центральный,Предчистовая,25,29,-1,-1,58,2 м²,"13,1 м²",Новосибирск,-1,79012477877,4735250,Апартаменты Land Lord,-1, Николая Островского,20.15,Гагаринская,https://novosibirsk.cian.ru/sale/flat/323118230/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2026
flat,SIBWILL,real_estate_agent,sale,Калининский,"Без отделки, предчистовая",9,23,-1,"Панельный, монолитно-кирпичный",19/4,-1,-1,Новосибирск,-1,79942524808,4700000,Квартал на Игарской,1,Игарская ,26.58,Заельцовская,https://novosibirsk.cian.ru/sale/flat/325711477/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2026
flat,СМСС,developer,sale,Калининский,Черновая,2,23,-1,-1,,-1,-1,Новосибирск,-1,79586117355,4726100,Калининский квартал ЖК,1,,28.3,Маршала Покрышкина,https://novosibirsk.cian.ru/sale/flat/325987921/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2027
flat,Ольга Амосова,realtor,sale,Калининский,Без отделки,5,23,-1,-1,19/4,"5,3 м²","9,6 м²",Новосибирск,-1,79833211267,4700000,Квартал на Игарской,1,Игарская ,22.7,Заельцовская,https://novosibirsk.cian.ru/sale/flat/326915767/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2026
flat,Расцветай,developer,sale,,Предчистовая,26,27,-1,Монолитный,229/3,-1,-1,Новосибирск,-1,79587500017,4730000,Расцветай на Зорге,1, Зорге,35.3,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/326315838/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2023
flat,Этажи,real_estate_agent,sale,Железнодорожный,-1,1,20,-1,-1,65,4 м²,-1,Новосибирск,-1,79836294343,4790000,Чернышевский,1,Фабричная ,21.3,Площадь Гарина-Михайловского,https://novosibirsk.cian.ru/sale/flat/322129457/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2022
flat,Агент 54,real_estate_agent,sale,Кировский,-1,22,25,-1,-1,9/1,4 м²,18 м²,Новосибирск,-1,79831324582,4777000,Черемушки на Бугринке,1, Сержанта Коротаева,31.0,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/324731307/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2020
flat,Владис Центральное,real_estate_agent,sale,Кировский,-1,12,17,-1,-1,9,9 м²,19 м²,Новосибирск,-1,79130134356,4750000,Золотая роща,1,Пригородная ,33.0,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/326732008/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2018
flat,Novostroy-expert,real_estate_agent,sale,Ленинский,"Предчистовая, чистовая",5,15,-1,Монолитно-кирпичный,,-1,-1,Новосибирск,-1,79635617989,4790000,Апартаменты АЭРОН,-1,площадь Карла Маркса,22.18,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/326070622/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2026
flat,ГК КПД-Газстрой,developer,sale,Ленинский,"Предчистовая, чистовая",1,20,-1,"Панельный, монолитно-кирпичный",59,5 м²,"16,4 м²",Новосибирск,-1,79586119199,4780000,Чистая слобода,1,Спортивная ,32.4,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/325184608/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2027
flat,ID 94367709,homeowner,sale,Железнодорожный,-1,1,20,-1,-1,65,4 м²,14 м²,Новосибирск,-1,79137323150,4790000,Чернышевский,1,Фабричная ,21.3,Площадь Гарина-Михайловского,https://novosibirsk.cian.ru/sale/flat/324460644/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2022
flat,ID 133849094,homeowner,sale,Дзержинский,-1,11,12,-1,-1,67,-1,"36,3 м²",Новосибирск,-1,79137019658,4750000,Дом по ул. Есенина,1, Есенина,38.3,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/322901633/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2024
flat,Этажи,real_estate_agent,sale,Ленинский,-1,11,26,-1,-1,112/5,4 м²,-1,Новосибирск,-1,79137405972,4800000,Город у воды Ясный Берег,1,1-я Чулымская ,27.6,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/325170762/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,-1
flat,Этажи,real_estate_agent,sale,Ленинский,-1,19,26,-1,-1,112/5,5 м²,-1,Новосибирск,-1,79137216745,4800000,Город у воды Ясный Берег,1,1-я Чулымская ,26.71,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/326178054/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,-1
flat,MetroPolis,real_estate_agent,sale,Октябрьский,-1,4,17,-1,-1,41,-1,"16,8 м²",Новосибирск,-1,79138924476,4800000,Никольский Парк,1, Гаранина,21.8,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/326357173/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2023
flat,Города Новосибирск,real_estate_agent,sale,Дзержинский,-1,2,17,-1,-1,17,6 м²,14 м²,Новосибирск,-1,79831236186,4800000,Дом на Республиканской,1,Республиканская ,27.0,Березовая Роща,https://novosibirsk.cian.ru/sale/flat/321354711/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2019
flat,Правильное решение,real_estate_agent,sale,Октябрьский,-1,20,26,-1,-1,135,-1,-1,Новосибирск,-1,79138938102,4800000,Астон.Геометрия,1,Выборная ,22.0,Октябрьская,https://novosibirsk.cian.ru/sale/flat/327042943/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2021
flat,Этажи,real_estate_agent,sale,Калининский,-1,2,18,-1,-1,13,-1,-1,Новосибирск,-1,79130159618,4830000,Дежнёв,1, Имени генерал-майора А.Н. Рожкина,30.0,Заельцовская,https://novosibirsk.cian.ru/sale/flat/327038100/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2023
flat,КомиссиON,real_estate_agent,sale,Заельцовский,-1,7,14,-1,-1,1/6,-1,"19,8 м²",Новосибирск,-1,79813667021,4823000,Легендарный-Северный,1, Аэропорт,31.3,Заельцовская,https://novosibirsk.cian.ru/sale/flat/325162200/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,Аукцион
flat,Правильное решение,real_estate_agent,sale,Калининский,-1,14,16,-1,-1,39,-1,"24,3 м²",Новосибирск,-1,79138938102,4800000,Тайгинский парк,1,Тайгинская ,26.8,Заельцовская,https://novosibirsk.cian.ru/sale/flat/326985645/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2023
flat,Владис Центральное,real_estate_agent,sale,Ленинский,-1,8,12,-1,-1,69/1,4 м²,16 м²,Новосибирск,-1,79130134356,4800000,,1,69/1,25.9,Студенческая,https://novosibirsk.cian.ru/sale/flat/326893919/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2011
flat,Владис Центральное,real_estate_agent,sale,Кировский,-1,4,4,-1,-1,51,5 м²,22 м²,Новосибирск,-1,79130134356,4800000,Белые росы,1, Федора Горячева,34.4,Студенческая,https://novosibirsk.cian.ru/sale/flat/326302865/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2013
flat,Владис Центральное,real_estate_agent,sale,Кировский,-1,2,3,-1,-1,27,3 м²,25 м²,Новосибирск,-1,79130134356,4800000,,1, Серафимовича,36.0,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/326107685/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2013
flat,Владис Центральное,real_estate_agent,sale,Железнодорожный,-1,22,25,-1,-1,15/1,11 м²,9 м²,Новосибирск,-1,79130134356,4800000,Джет,-1,Железнодорожная ,25.0,Гагаринская,https://novosibirsk.cian.ru/sale/flat/325035826/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2016
flat,Ольга Губанова,realtor,sale,Кировский,-1,5,11,-1,-1,281,8 м²,17 м²,Новосибирск,-1,79139839010,4800000,Рихард,1, Зорге,37.98,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/297007829/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2015
flat,Novostroy-expert,real_estate_agent,sale,Октябрьский,Черновая,2,25,-1,-1,155,-1,-1,Новосибирск,-1,79586119411,4848480,Пролетарский,1,Пролетарская ,28.86,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/324415577/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2026
flat,ID 138433495,homeowner,sale,Октябрьский,-1,15,17,-1,-1,154/2,5 м²,"16,5 м²",Новосибирск,-1,79137829825,4800000,Выборная-Рябиновая,1,Выборная ,32.6,Речной вокзал,https://novosibirsk.cian.ru/sale/flat/325738914/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2018
flat,ID 94223471,homeowner,sale,Советский,-1,14,17,-1,-1,24,-1,-1,Новосибирск,-1,79831213785,4800000,Тихий берег,1,Приморская ,26.2,Студенческая,https://novosibirsk.cian.ru/sale/flat/322091674/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2018
flat,Этажи,real_estate_agent,sale,Октябрьский,-1,11,25,-1,-1,32/1,5 м²,"19,5 м²",Новосибирск,-1,79137766519,4890000,Расцветай на Обской,1,Большевистская ,32.1,Речной вокзал,https://novosibirsk.cian.ru/sale/flat/320193418/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2022
flat,Этажи,real_estate_agent,sale,Железнодорожный,-1,1,22,-1,-1,65/3,10 м²,-1,Новосибирск,-1,79134735121,4850000,Чернышевский,-1,Фабричная ,16.0,Площадь Гарина-Михайловского,https://novosibirsk.cian.ru/sale/flat/326431189/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2021
flat,Этажи,real_estate_agent,sale,Октябрьский,-1,4,25,-1,-1,,"5,2 м²",-1,Новосибирск,-1,79137252003,4850000,Гринвилл ЖК,1,,27.7,Речной вокзал,https://novosibirsk.cian.ru/sale/flat/324816623/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2027
flat,Недвижимость Новосибирска-НН,real_estate_agent,sale,Заельцовский,Без отделки,26,26,-1,-1,,-1,20 м²,Новосибирск,-1,79830063832,4899000,Деловой Квартал,1, Дуси Ковальчук,31.0,Заельцовская,https://novosibirsk.cian.ru/sale/flat/326574060/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2025
flat,SIBWILL,real_estate_agent,sale,Калининский,С отделкой,6,21,-1,-1,,-1,-1,Новосибирск,-1,79587389373,4894900,ДНК ЖК,1,,30.5,Заельцовская,https://novosibirsk.cian.ru/sale/flat/312943330/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2027
flat,СМСС,developer,sale,Центральный,Предчистовая,19,29,-1,-1,58,2 м²,"13,7 м²",Новосибирск,-1,79012477877,4873900,Апартаменты Land Lord,-1, Николая Островского,20.74,Гагаринская,https://novosibirsk.cian.ru/sale/flat/319420095/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2026
flat,Novostroy-expert,real_estate_agent,sale,Октябрьский,Предчистовая,2,8,-1,Монолитно-кирпичный,,-1,-1,Новосибирск,-1,79587375969,4880000,мкр. Европейский Берег,1,,21.5,Речной вокзал,https://novosibirsk.cian.ru/sale/flat/326325111/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2028
flat,ID 99178222,unknown,sale,Кировский,-1,8,9,-1,-1,2/1,-1,18 м²,Новосибирск,-1,79130139649,4855000,,1, Гэсстроевская,38.2,Студенческая,https://novosibirsk.cian.ru/sale/flat/321760755/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2014
flat,SIBWILL,real_estate_agent,sale,Калининский,"Без отделки, предчистовая",2,23,-1,"Панельный, монолитно-кирпичный",19/4,-1,-1,Новосибирск,-1,79942524808,4850000,Квартал на Игарской,1,Игарская ,26.42,Заельцовская,https://novosibirsk.cian.ru/sale/flat/325711447/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2026
flat,SIBWILL,real_estate_agent,sale,Кировский,Предчистовая,15,17,-1,"Панельный, монолитно-кирпичный",53/7,-1,-1,Новосибирск,-1,79942524300,4850000,Квартал Цветной Бульвар,1, Сибиряков-Гвардейцев,31.2,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/325711813/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2024
flat,Деловой Бульвар,real_estate_agent,sale,Калининский,-1,7,17,-1,-1,26,6 м²,19 м²,Новосибирск,-1,79833213469,4850000,Мкрн. Родники,1, Тюленина,34.0,Заельцовская,https://novosibirsk.cian.ru/sale/flat/326681901/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2012
flat,СМСС,developer,sale,Заельцовский,Предчистовая,15,25,-1,Монолитно-кирпичный,52/2,-1,-1,Новосибирск,-1,79586100401,4850000,Чкалов,1,Светлановская ,26.69,Заельцовская,https://novosibirsk.cian.ru/sale/flat/325989129/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2023
flat,Этажи,real_estate_agent,sale,Калининский,-1,13,17,-1,-1,39,8 м²,-1,Новосибирск,-1,79833015009,4900000,Тайгинский парк,1,Тайгинская ,26.0,Заельцовская,https://novosibirsk.cian.ru/sale/flat/326725324/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2025
flat,Этажи,real_estate_agent,sale,Ленинский,-1,16,26,-1,-1,10,10 м²,-1,Новосибирск,-1,79137020047,4900000,Город у воды Ясный Берег,1, Ясный Берег,27.0,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/326380171/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2017
flat,Города Новосибирск,real_estate_agent,sale,Кировский,-1,2,3,-1,-1,27,3 м²,28 м²,Новосибирск,-1,79831236186,4930000,,1, Серафимовича,36.0,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/323991536/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2013
flat,Города Новосибирск,real_estate_agent,sale,Октябрьский,Без отделки,3,15,-1,-1,с24,3 м²,10 м²,Новосибирск,-1,79831236186,4900000,Апартаменты Apartville на Кошурникова,-1, Кошурникова,28.99,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/325439220/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2026
flat,Ключевое решение,real_estate_agent,sale,Ленинский,Чистовая,4,20,-1,-1,19/1,4 м²,15 м²,Новосибирск,-1,79139839327,4900000,1956. Кварталы Телецентра,1, Костычева,25.1,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/308384550/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2026
flat,Честная сделка,real_estate_agent,sale,Дзержинский,Чистовая,4,25,-1,-1,,-1,-1,Новосибирск,-1,79134711261,4900000,Расцветай на Авиастроителей ЖК,1,,25.6,Березовая Роща,https://novosibirsk.cian.ru/sale/flat/316556289/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2026
flat,Владис Центральное,real_estate_agent,sale,Ленинский,-1,10,10,-1,-1,69/1,4 м²,16 м²,Новосибирск,-1,79130134356,4900000,,1,69/1,25.9,Студенческая,https://novosibirsk.cian.ru/sale/flat/326893920/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2011
flat,ГИС Недвижимость,real_estate_agent,sale,Октябрьский,-1,5,17,-1,-1,,-1,-1,Новосибирск,-1,79132030361,4900000,мкр. Европейский Берег,1,,22.4,Речной вокзал,https://novosibirsk.cian.ru/sale/flat/325002471/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2026
flat,Владис Центральное,real_estate_agent,sale,Дзержинский,-1,2,12,-1,-1,16/1,4 м²,"22,6 м²",Новосибирск,-1,79130134356,4900000,,1,проспект Дзержинского,31.6,Березовая Роща,https://novosibirsk.cian.ru/sale/flat/326718667/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2016
flat,ID 15915269,realtor,sale,Железнодорожный,-1,5,8,-1,-1,85,-1,12 м²,Новосибирск,-1,79139836807,4900000,Апартаменты Пилигрим,-1, Ленина,18.0,Площадь Гарина-Михайловского,https://novosibirsk.cian.ru/sale/flat/323287133/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2024
flat,Клавдия Пеняева,realtor,sale,Заельцовский,-1,5,26,-1,-1,378Б,5 м²,25 м²,Новосибирск,-1,79139181296,4900000,Деловой Квартал,1, Дуси Ковальчук,31.4,Заельцовская,https://novosibirsk.cian.ru/sale/flat/326681583/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2024
flat,Novostroy-expert,real_estate_agent,sale,Калининский,"Без отделки, предчистовая",14,23,-1,"Панельный, монолитно-кирпичный",19/4,-1,-1,Новосибирск,-1,79587381600,4900000,Квартал на Игарской,1,Игарская ,26.18,Заельцовская,https://novosibirsk.cian.ru/sale/flat/325714625/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2026
flat,SIBWILL,real_estate_agent,sale,Дзержинский,"Под ключ, предчистовая, чистовая",2,14,-1,Монолитно-кирпичный,,-1,-1,Новосибирск,-1,79942525363,4900000,Горизонт ЖК,1,,26.9,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/326364003/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2027
flat,VIRA,developer,sale,Дзержинский,"Под ключ, предчистовая, чистовая",2,14,-1,Монолитно-кирпичный,,"5,3 м²","11,6 м²",Новосибирск,-1,79586118678,4900000,Горизонт ЖК,1,,26.6,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/321966879/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2027
flat,ID 102860285,homeowner,sale,Железнодорожный,-1,1,15,-1,-1,65/3,-1,12 м²,Новосибирск,-1,79137251489,4900000,Чернышевский,-1,Фабричная ,16.0,Площадь Гарина-Михайловского,https://novosibirsk.cian.ru/sale/flat/305811240/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2022
flat,SIBWILL,real_estate_agent,sale,Октябрьский,"Без отделки, предчистовая",23,25,-1,Монолитно-кирпичный,,-1,-1,Новосибирск,-1,79942526040,4910000,Астон.Геометрия ЖК,1,,23.2,Октябрьская,https://novosibirsk.cian.ru/sale/flat/326327301/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2026
flat,ID 134222705,homeowner,sale,Кировский,-1,6,19,-1,-1,1/2,5 м²,30 м²,Новосибирск,-1,79137949481,4900000,Прибрежный,1, Герцена,44.0,Студенческая,https://novosibirsk.cian.ru/sale/flat/325655673/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2021
flat,Novostroy-expert,real_estate_agent,sale,Кировский,Предчистовая,17,17,-1,"Панельный, монолитно-кирпичный",53/7,-1,-1,Новосибирск,-1,79587380882,4900000,Квартал Цветной Бульвар,1, Сибиряков-Гвардейцев,30.9,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/325714831/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2024
flat,Этажи,real_estate_agent,sale,Заельцовский,-1,2,14,-1,-1,1/5,4 м²,-1,Новосибирск,-1,79833045783,4990000,Легендарный-Северный,1, Аэропорт,33.28,Заельцовская,https://novosibirsk.cian.ru/sale/flat/325865192/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2023
flat,Этажи,real_estate_agent,sale,Заельцовский,-1,9,26,-1,-1,182/3,3 м²,"15,3 м²",Новосибирск,-1,79137602452,4980000,Тайм Парк Апартаменты,-1,Красный проспект,30.4,Заельцовская,https://novosibirsk.cian.ru/sale/flat/326512181/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2025
flat,Этажи,real_estate_agent,sale,Калининский,-1,3,9,-1,-1,10,10 м²,-1,Новосибирск,-1,79830318428,4950000,Мкрн. Родники,1, Мясниковой,27.0,Заельцовская,https://novosibirsk.cian.ru/sale/flat/326181270/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2015
flat,Этажи,real_estate_agent,sale,Кировский,-1,1,24,-1,-1,144/1,5 м²,-1,Новосибирск,-1,79833036816,4950000,Комета,1, Немировича-Данченко,25.9,Студенческая,https://novosibirsk.cian.ru/sale/flat/321119617/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2019
flat,ИП Шоколова Е. Н.,real_estate_agent,sale,Октябрьский,-1,9,19,-1,-1,31,4 м²,14 м²,Новосибирск,-1,79833019621,4950000,Молодёжный,1, Михаила Кулагина,23.1,Золотая Нива,https://novosibirsk.cian.ru/sale/flat/326924542/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2018
flat,Города Новосибирск,real_estate_agent,sale,Железнодорожный,-1,22,25,-1,-1,15/1,3 м²,17 м²,Новосибирск,-1,79831236186,4950000,Джет,1,Железнодорожная ,25.0,Гагаринская,https://novosibirsk.cian.ru/sale/flat/325036029/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2016
flat,Этажи,real_estate_agent,sale,Калининский,-1,2,12,-1,-1,15,-1,-1,Новосибирск,-1,79830315260,4990000,Дежнёв,1, Имени генерал-майора А.Н. Рожкина,30.0,Заельцовская,https://novosibirsk.cian.ru/sale/flat/326983454/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2024
flat,ГИС Недвижимость,real_estate_agent,sale,Октябрьский,-1,16,24,-1,-1,14,-1,"16,2 м²",Новосибирск,-1,79132030361,4990000,Freedom,1,Большевистская ,21.15,Речной вокзал,https://novosibirsk.cian.ru/sale/flat/304880817/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2026
flat,Владис Центральное,real_estate_agent,sale,Заельцовский,-1,17,26,-1,-1,182/3,3 м²,"15,8 м²",Новосибирск,-1,79130134356,4950000,Тайм Парк Апартаменты,-1,Красный проспект,26.49,Заельцовская,https://novosibirsk.cian.ru/sale/flat/326221434/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2025
flat,Эксперт,real_estate_agent,sale,Ленинский,-1,2,24,-1,-1,14,4 м²,20 м²,Новосибирск,-1,79831213199,4950000,Парково,1,площадь Райсовета,32.9,Площадь Маркса,https://novosibirsk.cian.ru/sale/flat/325800375/?mlSearchSessionGuid=369716486799f3f85a7a10d61170dd35,2022
